,7203.T,7267.T,7201.T,7270.T,7269.T,7272.T,7211.T,7261.T,7240.T,7242.T,7259.T,6902.T,6113.T,7276.T,7282.T,5108.T,5101.T,7731.T,"('7203.T', '7203.T')","('7267.T', '7267.T')","('7201.T', '7201.T')","('7270.T', '7270.T')","('7269.T', '7269.T')","('7272.T', '7272.T')","('7211.T', '7211.T')","('7261.T', '7261.T')","('7240.T', '7240.T')","('7242.T', '7242.T')","('7259.T', '7259.T')","('6902.T', '6902.T')","('6113.T', '6113.T')","('7276.T', '7276.T')","('7282.T', '7282.T')","('5108.T', '5108.T')","('5101.T', '5101.T')","('7731.T', '7731.T')","('7203.T', '7203.T').1","('7267.T', '7267.T').1","('7201.T', '7201.T').1","('7270.T', '7270.T').1","('7269.T', '7269.T').1","('7272.T', '7272.T').1","('7211.T', '7211.T').1","('7261.T', '7261.T').1","('7240.T', '7240.T').1","('7242.T', '7242.T').1","('7259.T', '7259.T').1","('6902.T', '6902.T').1","('6113.T', '6113.T').1","('7276.T', '7276.T').1","('7282.T', '7282.T').1","('5108.T', '5108.T').1","('5101.T', '5101.T').1","('7731.T', '7731.T').1"
2024-03-28,3574.81640625,1698.3267822265625,597.2000122070312,3151.20849609375,1644.1806640625,1300.403564453125,465.0726318359375,1591.487060546875,1888.7276611328125,2371.965576171875,1929.1063232421875,2712.24365234375,1605.5538330078125,1932.5501708984373,3105.494140625,3113.048583984375,3845.7421875,1444.5028076171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-29,3568.24169921875,1725.6676025390625,607.0,3180.6416015625,1655.644775390625,1336.434814453125,476.3357543945313,1582.904052734375,1898.3035888671875,2390.496337890625,1952.9185791015625,2708.953369140625,1602.7608642578125,1932.5501708984373,3035.33984375,3101.417236328125,3815.4755859375,1451.60693359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-01,3417.960205078125,1686.4791259765625,597.7999877929688,3098.7802734375,1671.408447265625,1347.66552734375,463.7586059570313,1556.2510986328125,1867.2960205078125,2330.2705078125,1855.7896728515625,2629.9833984375,1571.5714111328125,2376.03955078125,2912.803955078125,3134.915771484375,3653.73876953125,1476.7081298828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-02,3412.32470703125,1680.0994873046875,588.0,3077.624755859375,1674.752197265625,1353.28076171875,462.4446105957031,1536.3746337890625,1821.696533203125,2260.77978515625,1869.57568359375,2624.342529296875,1567.3818359375,2256.857666015625,2876.323486328125,3066.057373046875,3576.1806640625,1459.6583251953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-03,3400.1142578125,1667.3404541015625,584.5999755859375,3122.69482421875,1657.5557861328125,1340.6463623046875,461.1305541992188,1568.4482421875,1837.2003173828125,2316.372314453125,1861.74267578125,2612.591064453125,1562.26123046875,2174.237548828125,2916.545654296875,3085.59814453125,3625.36376953125,1471.9720458984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-04,3444.259521484375,1684.6561279296875,584.5999755859375,3183.400634765625,1688.1273193359375,1357.4921875,457.0946044921875,1596.456298828125,1869.119873046875,2316.372314453125,1859.2362060546875,2664.76806640625,1578.55419921875,2196.07958984375,2925.899169921875,3087.459228515625,3723.72998046875,1466.2886962890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-05,3399.175048828125,1672.8084716796875,577.5,3156.727294921875,1680.0067138671875,1328.9478759765625,459.6288146972656,1572.513916015625,1877.3277587890625,2304.79052734375,1842.0035400390625,2653.956298828125,1558.0716552734375,2197.029541015625,2958.637939453125,3059.078369140625,3714.271728515625,1444.5028076171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-08,3473.376220703125,1698.3267822265625,583.2999877929688,3233.06982421875,1738.2838134765625,1348.133544921875,464.6972351074219,1623.560791015625,1922.92724609375,2353.4345703125,1869.88916015625,2715.06396484375,1554.3475341796875,2212.69873046875,2997.92431640625,3086.0634765625,3747.375732421875,1454.922119140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-09,3546.638671875,1718.3765869140625,590.9000244140625,3252.38525390625,1755.4803466796875,1341.5821533203125,477.0866088867188,1648.406494140625,1945.2708740234373,2422.925537109375,1901.84765625,2754.0791015625,1587.864501953125,2189.43212890625,3034.404541015625,3093.507568359375,3736.9716796875,1476.2344970703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-10,3512.8251953125,1709.71875,595.9000244140625,3258.823974609375,1744.9713134765625,1337.8387451171875,479.6208190917969,1626.7230224609375,1940.7109375,2418.29296875,1914.3802490234373,2739.507080078125,1590.657470703125,2209.375,3025.05078125,3086.52880859375,3785.208984375,1487.1275634765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-11,3551.3349609375,1706.984619140625,585.9000244140625,3279.059326171875,1741.627685546875,1320.9930419921875,477.1804809570313,1620.850341796875,1930.22314453125,2422.925537109375,1916.573486328125,2772.881591796875,1604.6226806640625,2190.381591796875,3053.112548828125,3082.34130859375,3798.45068359375,1488.5482177734375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-12,3538.185302734375,1712.452880859375,591.7000122070312,3290.096923828125,1756.4359130859375,1325.67236328125,475.3033142089844,1631.692138671875,1955.3028564453125,2450.721923828125,1920.333251953125,2789.8037109375,1617.191650390625,2227.89306640625,3089.592529296875,3104.673828125,3809.800537109375,1493.7579345703125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-15,3538.185302734375,1695.1368408203125,586.5,3290.096923828125,1754.04736328125,1320.5250244140625,478.21295166015625,1634.854248046875,1956.6705322265625,2418.29296875,1911.2471923828125,2790.273681640625,1617.6572265625,2217.921875,3073.691162109375,3143.29052734375,3828.717041015625,1483.8121337890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-16,3427.3525390625,1652.302734375,578.9000244140625,3247.78662109375,1706.7568359375,1302.7432861328125,466.85595703125,1604.1358642578125,1930.22314453125,2376.59814453125,1916.886962890625,2733.396240234375,1576.692138671875,2252.109375,3011.019775390625,3151.19970703125,3808.854736328125,1445.923583984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,3378.51123046875,1630.8858642578125,566.5,3189.839599609375,1683.3505859375,1326.608154296875,446.2069396972656,1539.0850830078125,1887.815673828125,2385.863525390625,1900.5943603515625,2700.4921875,1542.2442626953125,2192.755859375,2983.8935546875,3133.9853515625,3721.83837890625,1429.821044921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-18,3383.20751953125,1627.2403564453125,570.0,3183.400634765625,1679.529052734375,1324.736572265625,451.1814880371094,1549.47509765625,1937.51904296875,2469.2529296875,1910.6204833984373,2703.3125,1578.0885009765625,2175.18701171875,3044.693603515625,3122.353759765625,3764.400634765625,1453.027587890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-19,3308.06689453125,1592.15283203125,561.4000244140625,3035.314453125,1635.1044921875,1291.044921875,435.5069885253906,1511.5286865234375,1906.055419921875,2436.82373046875,1901.220947265625,2650.665771484375,1546.8992919921875,2114.409423828125,2968.92724609375,3113.513916015625,3722.7841796875,1440.7138671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
